Year,Month,Grocery stores sales million nominal U.S. dollars with taxes and tips,Warehouse clubs and supercenters sales million nominal U.S. dollars with taxes and tips,Other food at home sales million nominal U.S. dollars with taxes and tips,Total food at home sales million nominal U.S. dollars with taxes and tips,Full-service restaurants sales million nominal U.S. dollars with taxes and tips,Limited-service restaurants sales million nominal U.S. dollars with taxes and tips,Other food away from home sales million nominal U.S. dollars with taxes and tips,Total food away from home sales million nominal U.S. dollars with taxes and tips,Total nominal U.S. dollars food sales with taxes and tips,Grocery stores sales million constant 1988 U.S. dollars with taxes and tips,Warehouse clubs and supercenters sales million constant 1988 U.S. dollars with taxes and tips,Other food at home sales million constant 1988 U.S. dollars with taxes and tips,Total food at home sales million constant 1988 U.S. dollars with taxes and tips,Full-service restaurants sales million constant 1988 U.S. dollars with taxes and tips,Limited-service restaurants sales million constant 1988 U.S. dollars with taxes and tips,Other food away from home sales million constant 1988 U.S. dollars with taxes and tips,Total food away from home sales million constant 1988 U.S. dollars with taxes and tips,Total food sales million constant 1988 U.S. dollars with taxes and tips
2003,February,"22,846.61","5,653.44","6,835.07","35,335.12","11,958.11","10,871.91","5,930.54","28,760.56","64,095.68","14,999.93","3,724.41","4,481.42","23,205.76","8,061.61","7,329.70","3,998.22","19,389.52","42,595.27"
2003,January,"24,940.17","5,580.82","6,992.24","37,513.23","12,225.55","11,092.49","5,981.41","29,299.46","66,812.69","16,457.85","3,698.98","4,604.84","24,761.67","8,278.56","7,511.66","4,050.45","19,840.67","44,602.34"
2002,December,"25,886.84","8,196.62","8,380.59","42,464.04","13,208.72","11,963.56","6,455.95","31,628.23","74,092.27","17,141.38","5,369.79","5,606.98","28,118.15","8,933.03","8,091.26","4,366.67","21,390.96","49,509.11"
2002,November,"25,103.56","6,648.08","7,321.60","39,073.24","12,442.86","11,450.31","6,342.62","30,235.79","69,309.03","16,679.55","4,427.64","4,854.14","25,961.33","8,429.13","7,757.05","4,297.16","20,483.34","46,444.67"
2002,October,"24,480.65","5,811.47","7,340.51","37,632.63","12,607.79","11,763.79","6,522.30","30,893.88","68,526.52","16,302.83","3,885.75","4,872.70","25,061.28","8,550.36","7,978.30","4,423.81","20,952.47","46,013.75"
2002,September,"23,527.35","5,364.35","6,895.36","35,787.06","12,207.64","11,500.51","6,454.27","30,162.41","65,949.47","15,659.04","3,594.75","4,564.84","23,818.63","8,297.46","7,817.15","4,387.43","20,502.04","44,320.67"
2002,August,"25,275.80","5,995.74","7,307.13","38,578.67","13,741.42","12,733.95","6,675.99","33,151.36","71,730.03","16,851.61","4,003.51","4,865.54","25,720.67","9,360.86","8,674.91","4,548.33","22,584.10","48,304.77"
2002,July,"25,131.03","5,701.98","7,228.45","38,061.45","13,222.07","12,485.01","6,584.23","32,291.31","70,352.77","16,726.40","3,816.10","4,789.88","25,332.38","9,022.22","8,519.61","4,493.35","22,035.18","47,367.56"
2002,June,"24,450.21","5,865.04","7,021.74","37,336.98","13,096.72","12,279.09","6,633.42","32,009.23","69,346.21","16,291.86","3,919.53","4,667.21","24,878.60","8,951.73","8,393.21","4,534.53","21,879.46","46,758.06"
2002,May,"25,603.22","5,907.48","7,345.70","38,856.40","13,268.44","12,314.95","6,562.55","32,145.94","71,002.34","17,011.54","3,923.24","4,882.48","25,817.27","9,099.73","8,446.15","4,501.25","22,047.13","47,864.40"
2002,April,"23,283.08","5,338.24","6,914.30","35,535.63","12,545.55","11,810.92","6,228.87","30,585.34","66,120.96","15,391.05","3,510.60","4,588.74","23,490.39","8,623.39","8,118.75","4,282.02","21,024.16","44,514.54"
2002,March,"25,268.38","5,627.20","7,016.93","37,912.51","13,075.26","12,000.44","6,140.48","31,216.18","69,128.69","16,712.88","3,711.68","4,651.24","25,075.81","8,992.57","8,253.69","4,223.66","21,469.91","46,545.72"
2002,February,"22,563.65","4,918.92","6,204.88","33,687.45","11,749.50","10,533.42","5,663.97","27,946.89","61,634.34","14,949.37","3,258.09","4,111.82","22,319.29","8,085.33","7,248.79","3,898.09","19,232.22","41,551.50"
2002,January,"24,378.93","4,832.83","6,408.56","35,620.32","11,848.37","10,492.45","5,741.58","28,082.40","63,702.72","16,133.74","3,198.03","4,241.33","23,573.10","8,181.10","7,245.15","3,964.95","19,391.20","42,964.30"
2001,December,"26,892.79","7,487.20","7,779.66","42,159.65","12,907.12","11,665.01","6,102.80","30,674.92","72,834.57","17,948.18","4,933.11","5,257.92","28,139.21","8,931.04","8,071.41","4,222.69","21,225.14","49,364.36"
2001,November,"25,096.40","5,853.81","6,940.66","37,890.88","11,598.68","10,990.63","5,981.69","28,571.00","66,461.88","16,749.27","3,889.04","4,651.74","25,290.05","8,034.80","7,613.44","4,143.61","19,791.85","45,081.90"
2001,October,"24,688.98","5,141.33","6,998.31","36,828.62","11,929.42","11,290.47","6,258.27","29,478.15","66,306.77","16,430.34","3,455.21","4,625.35","24,510.89","8,273.33","7,830.05","4,340.14","20,443.52","44,954.41"
2001,September,"24,351.08","4,822.17","6,762.42","35,935.67","11,688.53","10,905.69","6,231.23","28,825.45","64,761.12","16,289.15","3,258.11","4,492.83","24,040.09","8,129.41","7,584.80","4,333.73","20,047.94","44,088.04"
2001,August,"25,357.30","5,194.81","7,262.83","37,814.94","13,151.86","12,064.11","6,466.33","31,682.29","69,497.23","16,971.97","3,485.93","4,853.91","25,311.81","9,168.10","8,409.68","4,507.53","22,085.32","47,397.13"
2001,July,"24,996.23","4,940.31","7,027.64","36,964.18","12,708.96","11,970.99","6,356.52","31,036.47","68,000.65","16,759.17","3,331.30","4,694.55","24,785.02","8,889.89","8,373.52","4,446.26","21,709.68","46,494.70"
2001,June,"24,906.52","5,017.43","7,134.93","37,058.88","12,596.00","11,854.33","6,504.75","30,955.08","68,013.96","16,756.84","3,387.86","4,789.86","24,934.55","8,836.25","8,315.80","4,563.05","21,715.11","46,649.66"
2001,May,"25,532.23","4,984.20","7,352.50","37,868.93","12,428.18","11,776.55","6,436.21","30,640.94","68,509.88","17,227.51","3,364.73","4,961.07","25,553.31","8,743.72","8,285.11","4,528.01","21,556.83","47,110.14"
2001,April,"23,855.45","4,680.58","7,025.32","35,561.35","11,696.60","11,207.58","6,060.99","28,965.16","64,526.52","16,152.21","3,158.40","4,769.19","24,079.80","8,248.07","7,903.08","4,273.91","20,425.07","44,504.88"
2001,March,"24,732.34","4,576.91","7,147.05","36,456.29","12,293.11","11,635.33","6,001.25","29,929.70","66,385.99","16,765.41","3,104.68","4,844.41","24,714.50","8,688.84","8,223.76","4,241.61","21,154.22","45,868.72"
2001,February,"22,361.82","4,028.67","6,592.80","32,983.29","11,007.84","10,132.05","5,560.10","26,699.99","59,683.28","15,176.15","2,739.92","4,470.04","22,386.11","7,803.05","7,182.10","3,941.24","18,926.39","41,312.50"
2001,January,"23,665.57","4,135.75","6,903.57","34,704.89","11,057.57","10,164.80","5,709.40","26,931.77","61,636.66","16,107.83","2,818.14","4,697.37","23,623.33","7,856.60","7,222.13","4,056.52","19,135.24","42,758.58"
2000,December,"26,633.65","6,311.61","8,304.00","41,249.27","11,834.03","11,023.59","6,151.86","29,009.47","70,258.73","18,248.40","4,237.12","5,780.18","28,265.70","8,438.87","7,861.02","4,387.26","20,687.15","48,952.85"
2000,November,"24,204.25","4,901.86","7,291.49","36,397.61","11,167.62","10,504.21","5,899.23","27,571.05","63,968.66","16,721.41","3,360.49","5,066.11","25,148.00","7,982.34","7,508.23","4,216.97","19,707.54","44,855.55"
2000,October,"23,628.15","4,372.99","7,166.83","35,167.97","11,922.71","10,894.77","6,108.87","28,926.35","64,094.32","16,294.45","3,061.77","4,899.09","24,255.31","8,527.07","7,791.97","4,369.40","20,688.44","44,943.75"
2000,September,"23,727.25","4,137.93","6,976.70","34,841.88","11,739.79","10,822.17","6,128.95","28,690.92","63,532.80","16,372.47","2,896.82","4,775.34","24,044.63","8,411.06","7,753.71","4,391.49","20,556.26","44,600.89"
2000,August,"24,393.58","4,364.26","7,083.88","35,841.72","12,047.82","11,447.89","6,296.62","29,792.33","65,634.05","16,842.22","3,033.97","4,873.08","24,749.27","8,657.21","8,226.21","4,524.94","21,408.36","46,157.63"
2000,July,"24,609.52","4,244.45","6,934.04","35,788.01","12,210.19","11,540.93","6,299.19","30,050.31","65,838.32","17,051.89","2,971.44","4,776.95","24,800.28","8,794.65","8,312.68","4,537.50","21,644.82","46,445.10"
2000,June,"24,138.44","4,309.86","7,054.53","35,502.83","11,801.32","11,482.65","6,282.02","29,565.99","65,068.82","16,825.45","3,023.77","4,900.49","24,749.71","8,525.35","8,295.23","4,538.55","21,359.13","46,108.84"
2000,May,"24,290.04","4,206.42","7,017.90","35,514.36","11,871.51","11,272.03","6,132.89","29,276.43","64,790.80","16,910.91","2,921.73","4,895.56","24,728.20","8,591.35","8,157.59","4,438.71","21,187.65","45,915.84"
2000,April,"23,490.59","3,918.39","6,665.73","34,074.71","11,667.16","10,887.61","5,838.52","28,393.29","62,468.00","16,452.55","2,724.13","4,691.60","23,868.28","8,453.51","7,888.76","4,230.69","20,572.96","44,441.24"
2000,March,"23,647.38","3,975.49","6,971.78","34,594.65","11,903.97","10,911.12","5,864.54","28,679.63","63,274.28","16,572.32","2,786.20","4,888.53","24,247.04","8,635.36","7,915.21","4,254.61","20,805.19","45,052.23"
2000,February,"21,649.88","3,494.26","6,585.56","31,729.70","10,928.70","9,892.81","5,506.17","26,327.67","58,057.37","15,181.57","2,458.27","4,612.56","22,252.40","7,942.07","7,189.35","4,001.76","19,133.18","41,385.58"
2000,January,"22,257.04","3,397.02","6,308.80","31,962.86","10,470.97","9,696.50","5,347.16","25,514.63","57,477.48","15,607.33","2,382.49","4,426.09","22,415.91","7,627.64","7,063.55","3,895.49","18,586.67","41,002.59"
1999,December,"26,784.21","5,602.41","7,876.89","40,263.52","11,235.57","10,768.89","5,506.72","27,511.19","67,774.71","18,884.19","3,905.34","5,600.07","28,389.60","8,205.49","7,864.85","4,021.93","20,092.27","48,481.87"
1999,November,"23,391.09","4,111.57","6,676.92","34,179.58","10,716.43","10,090.87","5,133.68","25,940.98","60,120.55","16,521.84","2,899.84","4,721.96","24,143.63","7,840.45","7,382.95","3,756.23","18,979.63","43,123.27"
1999,October,"23,709.01","3,730.47","6,536.08","33,975.56","11,566.69","10,700.78","5,259.27","27,526.75","61,502.31","16,746.39","2,663.57","4,589.55","23,999.52","8,477.81","7,843.32","3,855.09","20,176.21","44,175.73"
1999,September,"23,476.37","3,499.76","6,358.32","33,334.45","10,780.41","10,038.24","5,221.43","26,040.08","59,374.53","16,642.55","2,508.66","4,481.33","23,632.54","7,920.56","7,375.45","3,836.57","19,132.58","42,765.12"
1999,August,"23,715.74","3,649.78","6,447.63","33,813.15","11,431.58","10,718.33","5,426.00","27,575.90","61,389.05","16,853.23","2,608.97","4,568.16","24,030.35","8,409.13","7,884.64","3,991.70","20,285.47","44,315.82"
1999,July,"24,930.56","3,580.64","6,397.63","34,908.82","11,569.40","11,005.22","5,464.41","28,039.04","62,947.86","17,759.81","2,569.05","4,540.78","24,869.64","8,536.29","8,120.21","4,032.13","20,688.63","45,558.27"
1999,June,"23,434.47","3,615.44","6,321.74","33,371.66","11,053.49","10,549.08","5,397.93","27,000.51","60,372.16","16,694.04","2,587.73","4,492.77","23,774.54","8,180.41","7,807.28","3,995.17","19,982.86","43,757.41"
1999,May,"24,301.46","3,597.16","6,373.36","34,271.98","11,292.52","10,869.00","5,285.84","27,447.36","61,719.34","17,290.53","2,550.16","4,545.46","24,386.15","8,357.30","8,044.05","3,912.22","20,313.57","44,699.73"
1999,April,"22,970.69","3,274.99","6,246.41","32,492.09","11,022.73","10,260.12","5,036.81","26,319.66","58,811.75","16,383.67","2,317.03","4,475.54","23,176.23","8,162.60","7,598.04","3,730.17","19,490.81","42,667.05"
1999,March,"23,346.95","3,335.87","6,292.06","32,974.88","10,824.70","10,090.87","4,934.98","25,850.55","58,825.43","16,662.23","2,368.77","4,503.99","23,535.00","8,030.60","7,486.36","3,661.44","19,178.40","42,713.40"
1999,February,"21,074.39","2,880.01","5,680.38","29,634.79","9,911.28","9,141.44","4,614.91","23,667.63","53,302.41","15,003.63","2,039.16","4,056.65","21,099.44","7,370.91","6,798.54","3,432.32","17,601.78","38,701.21"
1999,January,"22,647.53","2,968.46","5,800.61","31,416.61","9,975.50","9,248.76","4,596.20","23,820.46","55,237.06","16,074.53","2,117.60","4,107.86","22,299.99","7,432.28","6,890.98","3,424.68","17,747.94","40,047.94"
1998,December,"25,187.35","4,441.54","7,156.05","36,784.93","10,868.61","10,174.40","4,895.40","25,938.42","62,723.35","18,068.21","3,113.75","5,207.39","26,389.35","8,120.95","7,602.55","3,658.03","19,381.53","45,770.88"
1998,November,"22,698.80","3,483.17","6,194.16","32,376.12","10,210.16","9,647.59","4,620.63","24,478.38","56,854.50","16,293.06","2,493.38","4,454.34","23,240.78","7,647.73","7,226.63","3,461.20","18,335.56","41,576.34"
1998,October,"23,329.22","3,138.72","6,258.62","32,726.56","10,988.33","10,387.81","4,796.31","26,172.46","58,899.02","16,745.58","2,282.78","4,463.98","23,492.34","8,245.82","7,795.49","3,599.45","19,640.75","43,133.09"
1998,September,"22,418.61","2,885.09","5,935.19","31,238.89","10,343.25","9,787.80","4,729.10","24,860.14","56,099.03","16,221.72","2,121.39","4,262.17","22,605.28","7,771.31","7,354.27","3,553.38","18,678.96","41,284.24"
1998,August,"23,333.74","3,034.68","6,084.73","32,453.15","11,041.70","10,587.81","4,919.71","26,549.22","59,002.37","16,862.97","2,204.42","4,387.46","23,454.85","8,326.90","7,984.94","3,710.34","20,022.18","43,477.03"
1998,July,"23,971.70","2,957.37","6,202.66","33,131.73","10,951.93","10,557.92","4,959.94","26,469.79","59,601.52","17,388.65","2,167.79","4,478.19","24,034.63","8,279.72","7,982.16","3,749.97","20,011.84","44,046.47"
1998,June,"22,576.78","2,988.59","6,118.77","31,684.14","10,722.50","10,230.08","4,927.54","25,880.12","57,564.26","16,407.42","2,187.89","4,432.16","23,027.46","8,126.44","7,753.55","3,734.75","19,614.74","42,642.20"
1998,May,"23,511.49","3,018.99","6,122.79","32,653.27","10,944.19","10,677.51","4,824.19","26,445.89","59,099.16","17,065.44","2,182.23","4,454.61","23,702.28","8,299.63","8,097.70","3,658.69","20,056.03","43,758.31"
1998,April,"22,283.79","2,810.45","6,022.27","31,116.51","10,302.18","9,845.53","4,564.21","24,711.92","55,828.43","16,224.81","2,032.24","4,400.22","22,657.27","7,832.26","7,485.39","3,470.17","18,787.81","41,445.09"
1998,March,"22,039.00","2,682.36","5,950.13","30,671.49","10,451.13","9,721.82","4,466.57","24,639.52","55,311.00","16,046.58","1,949.95","4,336.70","22,333.23","7,960.41","7,405.20","3,402.31","18,767.91","41,101.15"
1998,February,"20,115.34","2,363.54","5,585.65","28,064.53","9,546.85","8,585.72","4,213.01","22,345.57","50,410.09","14,664.27","1,716.49","4,079.77","20,460.54","7,285.30","6,552.11","3,215.19","17,052.61","37,513.14"
1998,January,"22,173.07","2,434.47","5,735.45","30,342.99","9,576.70","8,878.51","4,230.93","22,686.14","53,029.13","16,063.98","1,776.51","4,143.77","21,984.26","7,326.45","6,792.58","3,236.98","17,356.00","39,340.26"
1997,December,"24,050.48","3,680.84","7,115.80","34,847.12","10,230.63","9,365.25","4,496.09","24,091.97","58,939.09","17,620.21","2,625.28","5,285.88","25,531.38","7,838.48","7,175.19","3,444.90","18,458.56","43,989.94"
1997,November,"22,568.00","2,863.82","6,191.97","31,623.79","9,733.14","9,010.91","4,305.25","23,049.30","54,673.09","16,544.49","2,081.42","4,558.40","23,184.30","7,476.12","6,921.12","3,306.99","17,704.23","40,888.54"
1997,October,"22,785.41","2,603.77","6,284.87","31,674.05","10,394.29","9,546.54","4,474.60","24,415.42","56,089.48","16,714.38","1,935.15","4,586.23","23,235.76","8,004.14","7,351.07","3,445.77","18,800.98","42,036.73"
1997,September,"21,893.80","2,331.00","6,015.08","30,239.88","10,083.46","9,197.35","4,457.92","23,738.73","53,978.61","16,100.84","1,740.79","4,397.98","22,239.61","7,784.47","7,100.14","3,441.62","18,326.23","40,565.84"
1997,August,"23,325.53","2,549.99","6,188.58","32,064.10","11,063.93","10,100.71","4,647.53","25,812.17","57,876.27","17,164.56","1,876.69","4,554.84","23,596.09","8,563.11","7,817.32","3,597.13","19,977.56","43,573.66"
1997,July,"23,477.04","2,472.49","6,192.60","32,142.13","10,600.75","9,992.55","4,638.13","25,231.44","57,373.57","17,363.69","1,850.92","4,558.90","23,773.51","8,220.29","7,748.39","3,596.71","19,565.39","43,338.90"
1997,June,"22,185.45","2,456.23","6,093.87","30,735.56","9,992.53","9,845.25","4,582.99","24,420.77","55,156.33","16,450.16","1,822.96","4,517.85","22,790.96","7,773.39","7,658.54","3,565.30","18,997.23","41,788.20"
1997,May,"23,613.38","2,519.27","6,194.41","32,327.06","10,509.64","10,112.04","4,502.22","25,123.90","57,450.97","17,486.71","1,862.78","4,591.16","23,940.66","8,191.35","7,881.17","3,509.20","19,581.72","43,522.38"
1997,April,"21,674.88","2,243.47","5,956.79","29,875.14","9,831.41","9,332.29","4,256.56","23,420.26","53,295.39","16,051.17","1,659.43","4,414.22","22,124.82","7,667.63","7,278.10","3,319.84","18,265.57","40,390.39"
1997,March,"22,932.37","2,307.94","6,202.18","31,442.48","10,093.29","9,340.53","4,211.67","23,645.48","55,087.97","16,960.86","1,695.07","4,600.11","23,256.03","7,881.97","7,293.87","3,289.04","18,464.87","41,720.90"
1997,February,"20,259.81","1,985.36","5,783.92","28,029.09","9,094.30","8,255.88","3,968.89","21,319.07","49,348.16","14,984.23","1,475.41","4,271.72","20,731.36","7,120.10","6,463.46","3,107.40","16,690.96","37,422.31"
1997,January,"22,190.75","2,047.19","5,961.95","30,199.90","9,153.22","8,302.23","4,007.92","21,463.37","51,663.27","16,391.56","1,544.59","4,372.52","22,308.67","7,180.08","6,512.30","3,144.02","16,836.40","39,145.07"
