ID,Region,Region or State,Year,Land use,Value,Units,Release date,Source,Price per Acre (USD),Total Land (m²),Price (USD),Price per m² (USD)
5951,Appalachian,Virginia,2012,Grassland pasture and range,2794.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11306926.84,13970000.0,1.2355258150763802
5952,Appalachian,West Virginia,2012,Grassland pasture and range,1351.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5467307.86,6755000.0,1.2355258150763802
5953,Appalachian,North Carolina,2012,Grassland pasture and range,1579.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6389991.94,7895000.0,1.2355258150763802
5954,Appalachian,Kentucky,2012,Grassland pasture and range,4742.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,19190210.12,23710000.0,1.2355258150763802
5955,Appalachian,Tennessee,2012,Grassland pasture and range,3424.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,13856448.64,17120000.0,1.2355258150763802
5956,Southeast total,Southeast,2012,Grassland pasture and range,10648.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,43090965.28,53240000.0,1.2355258150763802
5957,Southeast,South Carolina,2012,Grassland pasture and range,976.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3949735.3600000003,4880000.0,1.2355258150763802
5958,Southeast,Georgia,2012,Grassland pasture and range,1680.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6798724.8,8400000.0,1.2355258150763802
5959,Southeast,Florida,2012,Grassland pasture and range,5100.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,20638986.0,25500000.0,1.2355258150763802
5960,Southeast,Alabama,2012,Grassland pasture and range,2892.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11703519.120000001,14460000.0,1.2355258150763802
5961,Delta States total,Delta States,2012,Grassland pasture and range,9116.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,36891175.76,45580000.0,1.2355258150763804
5962,Delta States,Mississippi,2012,Grassland pasture and range,2715.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10987224.9,13575000.0,1.2355258150763802
