ID,Region,Region or State,Year,Land use,Value,Units,Release date,Source,Price per Acre (USD),Total Land (m²),Price (USD),Price per m² (USD)
4681,Corn Belt,Indiana,1992,Cropland idled,964.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3901173.04,4820000.0,1.2355258150763802
4682,Corn Belt,Illinois,1992,Cropland idled,1670.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6758256.2,8350000.0,1.2355258150763802
4683,Corn Belt,Iowa,1992,Cropland idled,2994.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12116298.84,14970000.0,1.2355258150763802
4684,Corn Belt,Missouri,1992,Cropland idled,2201.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8907138.86,11005000.0,1.2355258150763804
4685,Northern Plains total,Northern Plains,1992,Cropland idled,11458.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,46368921.88,57290000.0,1.2355258150763802
4686,Northern Plains,North Dakota,1992,Cropland idled,3463.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14014276.18,17315000.0,1.2355258150763802
4687,Northern Plains,South Dakota,1992,Cropland idled,2439.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9870291.540000001,12195000.0,1.2355258150763802
4688,Northern Plains,Nebraska,1992,Cropland idled,2089.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8453890.540000001,10445000.0,1.2355258150763802
4689,Northern Plains,Kansas,1992,Cropland idled,3467.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14030463.620000001,17335000.0,1.2355258150763802
4690,Appalachian total,Appalachian,1992,Cropland idled,3432.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,13888823.52,17160000.0,1.2355258150763802
4691,Appalachian,Virginia,1992,Cropland idled,350.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1416401.0,1750000.0,1.2355258150763802
4692,Appalachian,West Virginia,1992,Cropland idled,80.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,323748.8,400000.0,1.2355258150763802
4693,Appalachian,North Carolina,1992,Cropland idled,785.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3176785.1,3925000.0,1.2355258150763802
4694,Appalachian,Kentucky,1992,Cropland idled,1271.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5143559.0600000005,6355000.0,1.2355258150763802
4695,Appalachian,Tennessee,1992,Cropland idled,946.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3828329.56,4730000.0,1.2355258150763802
4696,Southeast total,Southeast,1992,Cropland idled,3421.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,13844308.06,17105000.0,1.2355258150763802
4697,Southeast,South Carolina,1992,Cropland idled,643.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2602130.98,3215000.0,1.2355258150763802
4698,Southeast,Georgia,1992,Cropland idled,1423.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5758681.78,7115000.0,1.2355258150763802
4699,Southeast,Florida,1992,Cropland idled,503.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2035570.58,2515000.0,1.2355258150763802
4700,Southeast,Alabama,1992,Cropland idled,852.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3447924.72,4260000.0,1.2355258150763802
4701,Delta States total,Delta States,1992,Cropland idled,2991.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12104158.26,14955000.0,1.2355258150763802
4702,Delta States,Mississippi,1992,Cropland idled,1298.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5252824.28,6490000.0,1.2355258150763802
4703,Delta States,Arkansas,1992,Cropland idled,793.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3209159.98,3965000.0,1.2355258150763802
4704,Delta States,Louisiana,1992,Cropland idled,900.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3642174.0,4500000.0,1.2355258150763802
4705,Southern Plains total,Southern Plains,1992,Cropland idled,7988.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,32326317.68,39940000.0,1.2355258150763802
4706,Southern Plains,Oklahoma,1992,Cropland idled,1556.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6296914.16,7780000.0,1.2355258150763802
4707,Southern Plains,Texas,1992,Cropland idled,6432.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,26029403.52,32160000.0,1.2355258150763802
4708,Mountain total,Mountain,1992,Cropland idled,7913.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,32022803.18,39565000.0,1.2355258150763802
4709,Mountain,Montana,1992,Cropland idled,3028.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12253892.08,15140000.0,1.2355258150763802
4710,Mountain,Idaho,1992,Cropland idled,1063.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4301812.18,5315000.0,1.2355258150763804
4711,Mountain,Wyoming,1992,Cropland idled,351.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1420447.86,1755000.0,1.2355258150763802
4712,Mountain,Colorado,1992,Cropland idled,2157.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8729077.02,10785000.0,1.2355258150763804
4713,Mountain,New Mexico,1992,Cropland idled,649.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2626412.14,3245000.0,1.2355258150763802
4714,Mountain,Arizona,1992,Cropland idled,231.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,934824.66,1155000.0,1.2355258150763802
4715,Mountain,Utah,1992,Cropland idled,345.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1396166.7,1725000.0,1.2355258150763802
4716,Mountain,Nevada,1992,Cropland idled,89.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,360170.54000000004,445000.0,1.2355258150763802
4717,Pacific total,Pacific,1992,Cropland idled,3095.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12525031.700000001,15475000.0,1.2355258150763802
4718,Pacific,Washington,1992,Cropland idled,1184.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4791482.24,5920000.0,1.2355258150763802
4719,Pacific,Oregon,1992,Cropland idled,743.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3006816.98,3715000.0,1.2355258150763802
4720,Pacific,California,1992,Cropland idled,1168.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4726732.48,5840000.0,1.2355258150763802
4721,48 States,48 States,1992,Cropland idled,55503.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,224612870.58,277515000.0,1.2355258150763802
4722,AK and HI,Alaska,1992,Cropland idled,61.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,246858.46000000002,305000.0,1.2355258150763802
4723,AK and HI,Hawaii,1992,Cropland idled,120.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,485623.2,600000.0,1.2355258150763802
4724,U.S. total,U.S. total,1992,Cropland idled,55684.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,225345352.24,278420000.0,1.2355258150763802
4725,Northeast total,Northeast,1997,Cropland idled,840.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,3399362.4,4620000.0,1.3590783965840183
4726,Northeast,Maine,1997,Cropland idled,77.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,311608.22000000003,308000.0,0.9884206520611041
4727,Northeast,New Hampshire,1997,Cropland idled,6.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,24281.16,30000.0,1.2355258150763802
4728,Northeast,Vermont,1997,Cropland idled,10.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,40468.6,45000.0,1.1119732335687422
4729,Northeast,Massachusetts,1997,Cropland idled,12.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,48562.32,84000.0,1.7297361411069323
4730,Northeast,Rhode Island,1997,Cropland idled,2.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,8093.72,15000.0,1.8532887226145702
4731,Northeast,Connecticut,1997,Cropland idled,8.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,32374.88,54400.0,1.680315108503877
4732,Northeast,New York,1997,Cropland idled,317.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,1282854.62,3170000.0,2.4710516301527603
4733,Northeast,New Jersey,1997,Cropland idled,40.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,161874.4,480000.0,2.9652619561833125
4734,Northeast,Pennsylvania,1997,Cropland idled,299.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,1210011.1400000001,1943500.0,1.6061835595992942
4735,Northeast,Delaware,1997,Cropland idled,7.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,28328.02,35000.0,1.2355258150763802
4736,Northeast,Maryland,1997,Cropland idled,62.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,250905.32,310000.0,1.2355258150763802
4737,Northeast,District of Columbia,1997,Cropland idled,0.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,0.0,0.0,
4738,Lake States total,Lake States,1997,Cropland idled,3212.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12998514.32,16060000.0,1.2355258150763802
4739,Lake States,Michigan,1997,Cropland idled,706.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2857083.16,3530000.0,1.2355258150763802
4740,Lake States,Wisconsin,1997,Cropland idled,799.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3233441.14,3995000.0,1.2355258150763802
4741,Lake States,Minnesota,1997,Cropland idled,1707.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6907990.0200000005,8535000.0,1.2355258150763802
4742,Corn Belt total,Corn Belt,1997,Cropland idled,5227.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21152937.22,26135000.0,1.2355258150763804
4743,Corn Belt,Ohio,1997,Cropland idled,556.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2250054.16,2780000.0,1.2355258150763802
4744,Corn Belt,Indiana,1997,Cropland idled,516.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2088179.76,2580000.0,1.2355258150763802
4745,Corn Belt,Illinois,1997,Cropland idled,932.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3771673.52,4660000.0,1.2355258150763802
4746,Corn Belt,Iowa,1997,Cropland idled,1578.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6385945.08,7890000.0,1.2355258150763802
4747,Corn Belt,Missouri,1997,Cropland idled,1645.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6657084.7,8225000.0,1.2355258150763802
4748,Northern Plains total,Northern Plains,1997,Cropland idled,9030.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,36543145.800000004,45150000.0,1.2355258150763802
4749,Northern Plains,North Dakota,1997,Cropland idled,2858.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11565925.88,14290000.0,1.2355258150763802
4750,Northern Plains,South Dakota,1997,Cropland idled,1909.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7725455.74,9545000.0,1.2355258150763802
4751,Northern Plains,Nebraska,1997,Cropland idled,1299.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5256871.140000001,6495000.0,1.2355258150763802
4752,Northern Plains,Kansas,1997,Cropland idled,2964.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11994893.040000001,14820000.0,1.2355258150763802
4753,Appalachian total,Appalachian,1997,Cropland idled,2130.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8619811.8,10650000.0,1.2355258150763802
4754,Appalachian,Virginia,1997,Cropland idled,242.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,979340.12,1210000.0,1.2355258150763802
4755,Appalachian,West Virginia,1997,Cropland idled,50.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,202343.0,250000.0,1.2355258150763802
4756,Appalachian,North Carolina,1997,Cropland idled,476.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1926305.36,2380000.0,1.2355258150763802
4757,Appalachian,Kentucky,1997,Cropland idled,766.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3099894.7600000002,3830000.0,1.2355258150763802
4758,Appalachian,Tennessee,1997,Cropland idled,596.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2411928.56,2980000.0,1.2355258150763802
4759,Southeast total,Southeast,1997,Cropland idled,1889.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7644518.54,9445000.0,1.2355258150763802
4760,Southeast,South Carolina,1997,Cropland idled,335.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1355698.1,1675000.0,1.2355258150763802
4761,Southeast,Georgia,1997,Cropland idled,733.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2966348.38,3665000.0,1.2355258150763802
4762,Southeast,Florida,1997,Cropland idled,288.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1165495.68,1440000.0,1.2355258150763804
4763,Southeast,Alabama,1997,Cropland idled,533.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2156976.38,2665000.0,1.2355258150763804
4764,Delta States total,Delta States,1997,Cropland idled,1653.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6689459.58,8265000.0,1.2355258150763802
4765,Delta States,Mississippi,1997,Cropland idled,677.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2739724.22,3385000.0,1.2355258150763802
4766,Delta States,Arkansas,1997,Cropland idled,413.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1671353.1800000002,2065000.0,1.2355258150763802
4767,Delta States,Louisiana,1997,Cropland idled,563.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2278382.18,2815000.0,1.2355258150763802
4768,Southern Plains total,Southern Plains,1997,Cropland idled,6276.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,25398093.36,31380000.0,1.2355258150763802
4769,Southern Plains,Oklahoma,1997,Cropland idled,1184.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4791482.24,5920000.0,1.2355258150763802
4770,Southern Plains,Texas,1997,Cropland idled,5092.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,20606611.12,25460000.0,1.2355258150763802
4771,Mountain total,Mountain,1997,Cropland idled,6115.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,24746548.900000002,30575000.0,1.2355258150763802
4772,Mountain,Montana,1997,Cropland idled,2374.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9607245.64,11870000.0,1.2355258150763802
4773,Mountain,Idaho,1997,Cropland idled,753.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3047285.58,3765000.0,1.2355258150763802
4774,Mountain,Wyoming,1997,Cropland idled,257.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1040043.02,1285000.0,1.2355258150763802
4775,Mountain,Colorado,1997,Cropland idled,1780.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7203410.8,8900000.0,1.2355258150763802
4776,Mountain,New Mexico,1997,Cropland idled,474.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1918211.6400000001,2370000.0,1.2355258150763802
4777,Mountain,Arizona,1997,Cropland idled,187.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,756762.8200000001,935000.0,1.2355258150763802
4778,Mountain,Utah,1997,Cropland idled,234.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,946965.24,1170000.0,1.2355258150763802
4779,Mountain,Nevada,1997,Cropland idled,56.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,226624.16,280000.0,1.2355258150763802
4780,Pacific total,Pacific,1997,Cropland idled,2290.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9267309.4,11450000.0,1.2355258150763802
4781,Pacific,Washington,1997,Cropland idled,1018.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4119703.48,5090000.0,1.2355258150763802
4782,Pacific,Oregon,1997,Cropland idled,566.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2290522.7600000002,2830000.0,1.2355258150763802
4783,Pacific,California,1997,Cropland idled,706.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2857083.16,3530000.0,1.2355258150763802
4784,48 States,48 States,1997,Cropland idled,38663.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,156463748.18,193315000.0,1.2355258150763802
4785,AK and HI,Alaska,1997,Cropland idled,26.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,105218.36,130000.0,1.2355258150763802
4786,AK and HI,Hawaii,1997,Cropland idled,150.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,607029.0,750000.0,1.2355258150763802
4787,U.S. total,U.S. total,1997,Cropland idled,38839.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,157175995.54,194195000.0,1.2355258150763804
4788,Northeast total,Northeast,2002,Cropland idled,790.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,3197019.4,4345000.0,1.3590783965840183
4789,Northeast,Maine,2002,Cropland idled,86.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,348029.96,344000.0,0.9884206520611041
4790,Northeast,New Hampshire,2002,Cropland idled,11.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,44515.46,55000.0,1.2355258150763802
4791,Northeast,Vermont,2002,Cropland idled,26.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,105218.36,117000.0,1.1119732335687422
4792,Northeast,Massachusetts,2002,Cropland idled,14.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,56656.04,98000.0,1.7297361411069323
4793,Northeast,Rhode Island,2002,Cropland idled,3.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,12140.58,22500.0,1.8532887226145702
4794,Northeast,Connecticut,2002,Cropland idled,12.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,48562.32,81600.0,1.680315108503877
4795,Northeast,New York,2002,Cropland idled,220.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,890309.2000000001,2200000.0,2.4710516301527603
4796,Northeast,New Jersey,2002,Cropland idled,30.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,121405.8,360000.0,2.9652619561833125
4797,Northeast,Pennsylvania,2002,Cropland idled,297.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,1201917.42,1930500.0,1.6061835595992944
4798,Northeast,Delaware,2002,Cropland idled,11.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,44515.46,55000.0,1.2355258150763802
4799,Northeast,Maryland,2002,Cropland idled,80.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,323748.8,400000.0,1.2355258150763802
4800,Northeast,District of Columbia,2002,Cropland idled,0.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,0.0,0.0,
4801,Lake States total,Lake States,2002,Cropland idled,3815.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,15438770.9,19075000.0,1.2355258150763802
4802,Lake States,Michigan,2002,Cropland idled,693.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2804473.98,3465000.0,1.2355258150763802
4803,Lake States,Wisconsin,2002,Cropland idled,966.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3909266.7600000002,4830000.0,1.2355258150763802
4804,Lake States,Minnesota,2002,Cropland idled,2157.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8729077.02,10785000.0,1.2355258150763804
4805,Corn Belt total,Corn Belt,2002,Cropland idled,5551.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,22464119.86,27755000.0,1.2355258150763802
4806,Corn Belt,Ohio,2002,Cropland idled,507.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2051758.02,2535000.0,1.2355258150763802
4807,Corn Belt,Indiana,2002,Cropland idled,452.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1829180.72,2260000.0,1.2355258150763802
4808,Corn Belt,Illinois,2002,Cropland idled,1055.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4269437.3,5275000.0,1.2355258150763802
4809,Corn Belt,Iowa,2002,Cropland idled,1943.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7863048.98,9715000.0,1.2355258150763802
4810,Corn Belt,Missouri,2002,Cropland idled,1594.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6450694.84,7970000.0,1.2355258150763802
4811,Northern Plains total,Northern Plains,2002,Cropland idled,7849.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,31763804.14,39245000.0,1.2355258150763802
4812,Northern Plains,North Dakota,2002,Cropland idled,2969.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12015127.34,14845000.0,1.2355258150763802
4813,Northern Plains,South Dakota,2002,Cropland idled,1259.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5094996.74,6295000.0,1.2355258150763802
4814,Northern Plains,Nebraska,2002,Cropland idled,1099.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4447499.140000001,5495000.0,1.23552581507638
4815,Northern Plains,Kansas,2002,Cropland idled,2522.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10206180.92,12610000.0,1.2355258150763802
4816,Appalachian total,Appalachian,2002,Cropland idled,1775.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7183176.5,8875000.0,1.2355258150763802
4817,Appalachian,Virginia,2002,Cropland idled,189.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,764856.54,945000.0,1.2355258150763802
4818,Appalachian,West Virginia,2002,Cropland idled,37.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,149733.82,185000.0,1.2355258150763802
4819,Appalachian,North Carolina,2002,Cropland idled,292.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1181683.12,1460000.0,1.2355258150763802
4820,Appalachian,Kentucky,2002,Cropland idled,712.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2881364.3200000003,3560000.0,1.2355258150763802
4821,Appalachian,Tennessee,2002,Cropland idled,545.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2205538.7,2725000.0,1.2355258150763802
4822,Southeast total,Southeast,2002,Cropland idled,1343.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5434932.98,6715000.0,1.2355258150763802
4823,Southeast,South Carolina,2002,Cropland idled,321.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1299042.06,1605000.0,1.2355258150763802
4824,Southeast,Georgia,2002,Cropland idled,305.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1234292.3,1525000.0,1.2355258150763802
4825,Southeast,Florida,2002,Cropland idled,258.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1044089.88,1290000.0,1.2355258150763802
4826,Southeast,Alabama,2002,Cropland idled,459.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1857508.74,2295000.0,1.2355258150763802
4827,Delta States total,Delta States,2002,Cropland idled,1776.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7187223.36,8880000.0,1.2355258150763802
4828,Delta States,Mississippi,2002,Cropland idled,769.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3112035.3400000003,3845000.0,1.2355258150763802
4829,Delta States,Arkansas,2002,Cropland idled,349.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1412354.1400000001,1745000.0,1.2355258150763802
4830,Delta States,Louisiana,2002,Cropland idled,658.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2662833.88,3290000.0,1.2355258150763802
